Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   4644, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    216, rd_minus:    212, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1082 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1580, rd_minus:   1756, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1083 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3452, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1084 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5914, rd_minus:   3696, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1085 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2762, rd_minus:   2710, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1086 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2278, rd_minus:   2266, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1087 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2090, rd_minus:   2044, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1088 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3522, rd_minus:   3880, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1089 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1248, rd_minus:   1172, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1090 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    244, rd_minus:    254, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1091 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5568, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1092 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3860, rd_minus:   3732, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1093 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7636, rd_minus:   8152, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1094 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2122, rd_minus:   2020, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1095 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2372, rd_minus:   2572, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1096 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3508, rd_minus:   2980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1097 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    344, rd_minus:    390, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1098 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2176, rd_minus:   2174, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1099 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2634, rd_minus:   3282, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1100 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    322, rd_minus:    216, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1101 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2662, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1102 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3190, rd_minus:   3108, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1103 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3916, rd_minus:   5560, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1104 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1268, rd_minus:   2080, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1105 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1820, rd_minus:   2600, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1106 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5080, rd_minus:   5752, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1107 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3036, rd_minus:   2580, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1108 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    382, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1109 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    382, rd_minus:    402, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1110 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    418, rd_minus:    376, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1111 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1772, rd_minus:   2072, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1112 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3456, rd_minus:   2960, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1113 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3040, rd_minus:   4116, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1114 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5168, rd_minus:   5108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1115 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1824, rd_minus:   1784, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1116 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4266, rd_minus:   5036, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1117 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1150, rd_minus:   1344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1118 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    822, rd_minus:    860, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1119 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1764, rd_minus:   2490, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1120 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1456, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1121 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:   2348, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1122 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    736, rd_minus:    736, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1123 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4106, rd_minus:   3946, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1124 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3350, rd_minus:   4480, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1125 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    108, rd_minus:    136, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1126 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2640, rd_minus:   1804, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1127 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4828, rd_minus:   5430, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1128 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7070, rd_minus:   6538, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1129 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3200, rd_minus:   2796, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1130 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4248, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1131 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2762, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1132 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    918, rd_minus:    684, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1133 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    976, rd_minus:    984, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1134 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1456, rd_minus:   1348, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1135 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3440, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1136 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1952, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1137 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1550, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1138 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4642, rd_minus:   6564, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1139 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6524, rd_minus:   4524, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1140 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5720, rd_minus:   7324, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1141 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9900, rd_minus:  12982, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1142 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    222, rd_minus:    310, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1143 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     54, rd_minus:     70, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1144 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6104, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1145 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3768, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1146 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1332, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1147 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11312, rd_minus:  15332, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1148 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    652, rd_minus:   1352, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1149 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1918, rd_minus:   1196, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1150 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    250, rd_minus:    314, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1151 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1780, rd_minus:   1842, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1152 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1742, rd_minus:   1856, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1153 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3356, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1154 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3688, rd_minus:   3020, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1155 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1234, rd_minus:   1556, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1156 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    208, rd_minus:    166, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1157 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1158 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1184, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1159 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1464, rd_minus:   1844, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1160 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     46, rd_minus:     56, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1161 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2954, rd_minus:   3054, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1162 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1358, rd_minus:   1340, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1163 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4810, rd_minus:   4516, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1164 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3536, rd_minus:   4054, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1165 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    280, rd_minus:    470, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1166 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6034, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1167 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3806, rd_minus:   4352, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1168 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1480, rd_minus:   1552, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1169 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1922, rd_minus:   2252, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1170 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     70, rd_minus:     88, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1171 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1324, rd_minus:   1280, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1172 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1536, rd_minus:   2096, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1173 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1998, rd_minus:   2412, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1174 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    714, rd_minus:    714, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1175 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1856, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1176 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4004, rd_minus:   3322, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1177 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4882, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1178 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    942, rd_minus:    924, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1179 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2500, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1180 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    608, rd_minus:    590, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1181 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    664, rd_minus:    786, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1182 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    332, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1183 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    924, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1184 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2446, rd_minus:   3564, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1185 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3738, rd_minus:   2780, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1186 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    964, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1187 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2630, rd_minus:   2290, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1188 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4048, rd_minus:   3452, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1189 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:   2792, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1190 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2596, rd_minus:   2652, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1191 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2476, rd_minus:   2756, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1192 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2270, rd_minus:   1920, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1193 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2772, rd_minus:   3578, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1194 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2252, rd_minus:   2148, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1195 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4436, rd_minus:   7028, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1196 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2540, rd_minus:   3788, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1197 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    322, rd_minus:    620, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1198 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    448, rd_minus:    458, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1199 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4968, rd_minus:   3738, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1200 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1896, rd_minus:   1804, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1201 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3884, rd_minus:   7012, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1202 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3314, rd_minus:   2202, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1203 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    226, rd_minus:    290, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1204 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    158, rd_minus:    196, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1205 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2568, rd_minus:   3140, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1206 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1288, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1207 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3214, rd_minus:   3088, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1208 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    266, rd_minus:    238, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1209 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2112, rd_minus:   2336, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1210 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2354, rd_minus:   1476, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1211 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    366, rd_minus:    680, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1212 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2132, rd_minus:   2706, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1213 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5260, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1214 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9484, rd_minus:   9720, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1215 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1536, rd_minus:   1408, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1216 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3848, rd_minus:   4160, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1217 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8742, rd_minus:   9050, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1218 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3380, rd_minus:   3128, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1219 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    534, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1220 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1060, rd_minus:   1068, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1221 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    704, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1222 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1092, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1223 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    792, rd_minus:    724, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1224 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4768, rd_minus:   4612, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1225 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1142, rd_minus:    808, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1226 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2256, rd_minus:   2004, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1227 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1816, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1228 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4248, rd_minus:   3206, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1229 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1586, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1230 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2684, rd_minus:   2384, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1231 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1822, rd_minus:   1864, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1232 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1658, rd_minus:   1660, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1233 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2284, rd_minus:   1698, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1234 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3192, rd_minus:   2928, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1235 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    906, rd_minus:   1124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1236 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1452, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1237 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4330, rd_minus:   4032, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1238 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1472, rd_minus:   1524, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1239 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2414, rd_minus:   2832, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1240 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8220, rd_minus:   7724, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1241 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  16134, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1242 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2788, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1243 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6000, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1244 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1328, rd_minus:   1298, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1245 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    142, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1246 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12896, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1247 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2916, rd_minus:   3380, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1248 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5438, rd_minus:   5404, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1249 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4712, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1250 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8912, rd_minus:  13698, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1251 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    276, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1252 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1814, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1253 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    202, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1254 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    216, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1255 / 2072, payload_bits 2048, end_bits 24
