Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   8608, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3068, rd_minus:   3668, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1164 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8546, rd_minus:   6624, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1165 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2220, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1166 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  11722, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1167 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5420, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1168 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7802, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1169 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7342, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1170 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11220, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1171 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6562, rd_minus:   8900, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1172 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6360, rd_minus:   4504, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1173 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21190, rd_minus:  21814, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1174 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16132, rd_minus:  16368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1175 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9240, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1176 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3254, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1177 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    940, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1178 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    498, rd_minus:    572, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1179 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3548, rd_minus:   3692, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1180 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2604, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1181 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8340, rd_minus:  11780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1182 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    248, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1183 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    692, rd_minus:    744, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1184 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  15556, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1185 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2424, rd_minus:   2416, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1186 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6760, rd_minus:   6648, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1187 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2864, rd_minus:   3640, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1188 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7806, rd_minus:  10236, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1189 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6970, rd_minus:   7020, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1190 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5828, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1191 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6860, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1192 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3442, rd_minus:   3914, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1193 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2774, rd_minus:   2808, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1194 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    104, rd_minus:    166, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1195 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    224, rd_minus:    216, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1196 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10208, rd_minus:   9032, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1197 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8654, rd_minus:   8544, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1198 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1326, rd_minus:   1360, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1199 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3430, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1200 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  15836, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1201 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    510, rd_minus:    462, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1202 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2588, rd_minus:   2822, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1203 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5432, rd_minus:   7898, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1204 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    612, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1205 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5202, rd_minus:   5248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1206 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7048, rd_minus:   7562, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1207 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    240, rd_minus:    260, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1208 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    840, rd_minus:   1286, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1209 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6352, rd_minus:   5776, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1210 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6924, rd_minus:   6192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1211 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5760, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1212 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5196, rd_minus:   7100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1213 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6956, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1214 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  16414, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1215 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  11848, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1216 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6502, rd_minus:   7208, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1217 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  26536, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1218 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16606, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1219 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    512, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1220 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18752, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1221 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8632, rd_minus:   5356, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1222 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8842, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1223 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13942, rd_minus:  15198, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1224 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7470, rd_minus:   7736, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1225 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14292, rd_minus:  13768, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1226 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    612, rd_minus:    584, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1227 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    328, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1228 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5788, rd_minus:   7284, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1229 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7816, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1230 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15936, rd_minus:  14604, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1231 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14600, rd_minus:  14838, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1232 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3692, rd_minus:   4116, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1233 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5508, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1234 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2364, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1235 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9840, rd_minus:   9690, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1236 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  20358, rd_minus:  20066, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1237 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3012, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1238 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1239 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3718, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1240 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4944, rd_minus:   4758, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1241 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17492, rd_minus:  18912, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1242 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    254, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1243 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5644, rd_minus:   5508, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1244 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4930, rd_minus:   4910, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1245 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12958, rd_minus:  13608, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1246 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2532, rd_minus:   3168, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1247 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5132, rd_minus:   5188, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1248 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8928, rd_minus:  13538, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1249 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    796, rd_minus:   1178, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1250 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    264, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1251 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13140, rd_minus:   7490, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1252 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    324, rd_minus:    468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1253 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    232, rd_minus:    286, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1254 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12050, rd_minus:  11146, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1255 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3292, rd_minus:   5358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1256 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4890, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1257 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6880, rd_minus:   5386, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1258 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2192, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1259 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10328, rd_minus:  10788, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1260 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10578, rd_minus:  11560, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1261 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13116, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1262 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    304, rd_minus:    344, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1263 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6322, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1264 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5128, rd_minus:   6198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1265 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4098, rd_minus:   4328, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1266 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17220, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1267 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11640, rd_minus:  11072, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1268 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13034, rd_minus:  12834, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1269 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10204, rd_minus:  10136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1270 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7892, rd_minus:   9414, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1271 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  43246, rd_minus:  44154, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1272 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    162, rd_minus:    152, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1273 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    658, rd_minus:    468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1274 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  19126, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1275 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    374, rd_minus:    376, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1276 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3378, rd_minus:   2658, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1277 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3728, rd_minus:   3762, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1278 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5020, rd_minus:   4270, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1279 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    164, rd_minus:    162, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1280 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  39968, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1281 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10502, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1282 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    224, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1283 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3880, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1284 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10210, rd_minus:   9118, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1285 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13580, rd_minus:  11548, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1286 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19260, rd_minus:  16804, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1287 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5092, rd_minus:   6888, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1288 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15030, rd_minus:  18756, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1289 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6764, rd_minus:   4990, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1290 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1904, rd_minus:   2228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1291 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  19568, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1292 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1180, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1293 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3154, rd_minus:   3222, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1294 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7070, rd_minus:   5808, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1295 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2328, rd_minus:   2884, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1296 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5848, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1297 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2544, rd_minus:   2484, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1298 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6814, rd_minus:   6304, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1299 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2552, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1300 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4002, rd_minus:   3922, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1301 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4652, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1302 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4628, rd_minus:   4848, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1303 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11108, rd_minus:   8298, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1304 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4632, rd_minus:   5024, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1305 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5238, rd_minus:   7654, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1306 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  18746, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1307 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3884, rd_minus:   4116, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1308 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5382, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1309 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13014, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1310 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4050, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1311 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7966, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1312 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    216, rd_minus:    220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1313 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3290, rd_minus:   3442, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1314 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3294, rd_minus:   2668, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1315 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3340, rd_minus:   4872, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1316 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5244, rd_minus:   5248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1317 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  27034, rd_minus:  28612, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1318 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3984, rd_minus:   4370, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1319 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8060, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1320 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6566, rd_minus:   6158, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1321 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8202, rd_minus:  10276, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1322 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7640, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1323 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4382, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1324 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    652, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1325 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    292, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1326 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5568, rd_minus:   4922, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1327 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3646, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1328 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8328, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1329 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9330, rd_minus:   9274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1330 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4040, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1331 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2164, rd_minus:   2218, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1332 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13134, rd_minus:  12490, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1333 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    708, rd_minus:    790, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1334 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5316, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1335 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17780, rd_minus:  18072, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1336 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15418, rd_minus:  15910, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1337 / 2072, payload_bits 2048, end_bits 24
