Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  10442, rd_minus:   6220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    600, rd_minus:    844, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3016 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1468, rd_minus:   2120, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3017 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2726, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3018 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2500, rd_minus:   2932, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3019 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2608, rd_minus:   2518, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3020 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1794, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3021 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6204, rd_minus:   6688, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3022 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    396, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3023 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2840, rd_minus:   3648, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3024 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7984, rd_minus:   9052, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3025 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     68, rd_minus:     60, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3026 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3436, rd_minus:   2688, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3027 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4136, rd_minus:   7294, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3028 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4122, rd_minus:   4136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3029 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    848, rd_minus:   1940, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3030 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1220, rd_minus:   2932, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3031 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4582, rd_minus:   6424, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3032 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8062, rd_minus:  10598, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3033 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3810, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3034 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6410, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3035 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2786, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3036 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4700, rd_minus:   7452, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3037 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    346, rd_minus:    688, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3038 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     84, rd_minus:     92, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3039 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4420, rd_minus:   7076, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3040 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1276, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3041 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1868, rd_minus:   1668, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3042 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1476, rd_minus:   1410, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3043 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     98, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3044 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3752, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3045 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3458, rd_minus:   2490, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3046 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4548, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3047 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    252, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3048 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    132, rd_minus:    128, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3049 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4252, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3050 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    320, rd_minus:    222, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3051 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    364, rd_minus:    320, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3052 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3220, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3053 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    190, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3054 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    282, rd_minus:    850, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3055 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1640, rd_minus:   1354, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3056 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4016, rd_minus:   2860, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3057 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    270, rd_minus:    194, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3058 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3598, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3059 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3790, rd_minus:   3754, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3060 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2704, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3061 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1450, rd_minus:   1436, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3062 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3046, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3063 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2254, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3064 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6152, rd_minus:   6164, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3065 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    138, rd_minus:    122, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3066 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8338, rd_minus:   6342, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3067 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    172, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3068 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    566, rd_minus:    708, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3069 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    158, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3070 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    636, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3071 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3874, rd_minus:   4006, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3072 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6172, rd_minus:   5292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3073 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5098, rd_minus:   4650, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3074 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4688, rd_minus:   1714, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3075 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2268, rd_minus:   2354, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3076 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2426, rd_minus:   2536, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3077 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    384, rd_minus:    352, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3078 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    342, rd_minus:    622, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3079 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3694, rd_minus:   2880, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3080 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2520, rd_minus:   2424, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3081 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1696, rd_minus:   1776, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3082 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1300, rd_minus:   1332, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3083 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3902, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3084 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2914, rd_minus:   2932, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3085 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5252, rd_minus:   5564, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3086 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4544, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3087 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3400, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3088 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5620, rd_minus:   5520, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3089 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4512, rd_minus:   4514, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3090 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  43582, rd_minus:  37138, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3091 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5740, rd_minus:   5706, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3092 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4524, rd_minus:   4500, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3093 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2730, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3094 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10250, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3095 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6420, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3096 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1508, rd_minus:   1828, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3097 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  53700, rd_minus:  48872, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3098 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  42942, rd_minus:  36702, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3099 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2542, rd_minus:   2582, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3100 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7402, rd_minus:   7476, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3101 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3380, rd_minus:   2852, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3102 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3140, rd_minus:   2816, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3103 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2088, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3104 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5860, rd_minus:   3556, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3105 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3480, rd_minus:   6624, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3106 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3810, rd_minus:   6006, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3107 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  16970, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3108 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5476, rd_minus:   3792, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3109 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2800, rd_minus:   2536, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3110 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3248, rd_minus:   9152, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3111 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1910, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3112 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7164, rd_minus:   6524, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3113 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4680, rd_minus:   3360, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3114 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1394, rd_minus:    980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3115 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18144, rd_minus:  21392, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3116 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4896, rd_minus:   7676, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3117 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8334, rd_minus:  10480, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3118 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1366, rd_minus:   1210, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3119 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4464, rd_minus:   7078, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3120 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    340, rd_minus:    740, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3121 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4628, rd_minus:   6244, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3122 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3724, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3123 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2604, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3124 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2696, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3125 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3292, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3126 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8450, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3127 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    148, rd_minus:    200, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3128 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1488, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3129 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2890, rd_minus:   2232, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3130 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3600, rd_minus:   2106, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3131 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    154, rd_minus:    140, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3132 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10876, rd_minus:  10492, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3133 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12260, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3134 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5420, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3135 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1946, rd_minus:   1972, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3136 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13408, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3137 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5176, rd_minus:   4944, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3138 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    328, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3139 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6660, rd_minus:   6654, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3140 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1780, rd_minus:   2248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3141 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4194, rd_minus:   4260, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3142 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4062, rd_minus:   3280, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3143 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    604, rd_minus:    588, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3144 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    412, rd_minus:    742, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3145 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2944, rd_minus:   3712, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3146 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2084, rd_minus:   2212, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3147 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    194, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3148 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6708, rd_minus:   6570, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3149 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3992, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3150 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1186, rd_minus:   1462, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3151 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1748, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3152 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1820, rd_minus:   1922, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3153 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1722, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3154 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    142, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3155 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    524, rd_minus:    462, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3156 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3288, rd_minus:   3144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3157 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2156, rd_minus:   2488, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3158 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7696, rd_minus:   6216, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3159 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3564, rd_minus:   5592, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3160 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2824, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3161 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    402, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3162 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    168, rd_minus:    206, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3163 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    542, rd_minus:    904, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3164 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1596, rd_minus:   1758, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3165 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5040, rd_minus:   5014, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3166 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1594, rd_minus:   1378, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3167 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3278, rd_minus:   3250, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3168 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2802, rd_minus:   2864, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3169 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16700, rd_minus:  17516, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3170 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5074, rd_minus:   4764, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3171 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1738, rd_minus:   1668, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3172 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1764, rd_minus:   1720, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3173 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4156, rd_minus:   4580, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3174 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1548, rd_minus:   1708, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3175 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1456, rd_minus:    972, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3176 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5544, rd_minus:   5654, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3177 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1160, rd_minus:   1502, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3178 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    412, rd_minus:    764, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3179 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    542, rd_minus:    742, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3180 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4256, rd_minus:   4200, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3181 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2448, rd_minus:   2298, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3182 / 8216, payload_bits 8192, end_bits 24
K

[HIDE] rd_plus:   8008, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3183 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    460, rd_minus:   1226, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3184 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4102, rd_minus:   4326, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3185 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1318, rd_minus:   1082, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3186 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2708, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3187 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4394, rd_minus:   4692, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3188 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    762, rd_minus:    614, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3189 / 8216, payload_bits 8192, end_bits 24
