Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   8608, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    384, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2464 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7262, rd_minus:   8030, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2465 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7442, rd_minus:   8160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2466 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6012, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2467 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    488, rd_minus:    722, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2468 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11036, rd_minus:   9146, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2469 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1592, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2470 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8310, rd_minus:   8316, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2471 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7870, rd_minus:   8324, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2472 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11116, rd_minus:  11274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2473 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    564, rd_minus:    502, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2474 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5310, rd_minus:   5594, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2475 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4452, rd_minus:   5522, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2476 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    348, rd_minus:    422, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2477 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    362, rd_minus:    310, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2478 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6020, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2479 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5742, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2480 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12892, rd_minus:  15428, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2481 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13364, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2482 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8304, rd_minus:   8498, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2483 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11028, rd_minus:  11072, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2484 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5626, rd_minus:   4888, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2485 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  39370, rd_minus:  32804, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2486 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2844, rd_minus:   1832, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2487 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1500, rd_minus:   1340, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2488 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    564, rd_minus:    592, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2489 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    734, rd_minus:    760, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2490 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6300, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2491 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  49744, rd_minus:  53016, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2492 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7524, rd_minus:   7788, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2493 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11886, rd_minus:  11040, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2494 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7836, rd_minus:   8016, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2495 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4980, rd_minus:   5956, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2496 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    906, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2497 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8702, rd_minus:   8644, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2498 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  56128, rd_minus:  55730, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2499 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11974, rd_minus:  13394, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2500 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3098, rd_minus:   2722, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2501 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  28798, rd_minus:  25076, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2502 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3588, rd_minus:   3196, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2503 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2634, rd_minus:   2454, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2504 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    496, rd_minus:    534, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2505 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4120, rd_minus:   6144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2506 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12980, rd_minus:  12888, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2507 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  24252, rd_minus:  22956, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2508 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5336, rd_minus:   5394, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2509 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9664, rd_minus:   9628, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2510 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9852, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2511 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9360, rd_minus:   8540, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2512 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7696, rd_minus:   9620, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2513 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    472, rd_minus:    492, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2514 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5730, rd_minus:   5190, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2515 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    308, rd_minus:    320, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2516 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    402, rd_minus:    406, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2517 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    170, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2518 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2510, rd_minus:   2884, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2519 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3182, rd_minus:   4406, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2520 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3656, rd_minus:   3752, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2521 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2168, rd_minus:   1916, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2522 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    490, rd_minus:    512, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2523 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11412, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2524 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  27250, rd_minus:  26218, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2525 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    628, rd_minus:    750, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2526 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7216, rd_minus:   6936, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2527 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  24142, rd_minus:  22410, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2528 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  19962, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2529 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3654, rd_minus:   3204, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2530 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4856, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2531 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2532 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    324, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2533 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    842, rd_minus:    790, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2534 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10690, rd_minus:   6552, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2535 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3118, rd_minus:   6616, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2536 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13508, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2537 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12728, rd_minus:   7600, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2538 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12440, rd_minus:  13888, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2539 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  25960, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2540 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  17230, rd_minus:  15774, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2541 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1316, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2542 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  12324, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2543 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  27554, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2544 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2308, rd_minus:   2032, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2545 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4068, rd_minus:   6386, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2546 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  19472, rd_minus:  15908, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2547 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8160, rd_minus:   8502, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2548 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  24166, rd_minus:  24384, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2549 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3812, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2550 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4372, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2551 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    618, rd_minus:    620, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2552 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5586, rd_minus:   7302, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2553 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6864, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2554 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5220, rd_minus:   4182, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2555 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11200, rd_minus:  10560, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2556 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9736, rd_minus:  10198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2557 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2504, rd_minus:   3326, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2558 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1732, rd_minus:   1936, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2559 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2508, rd_minus:   3116, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2560 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11540, rd_minus:  12656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2561 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8368, rd_minus:  10002, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2562 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    938, rd_minus:   1020, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2563 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  21144, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2564 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3196, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2565 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5190, rd_minus:   6024, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2566 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11024, rd_minus:  10092, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2567 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6346, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2568 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  36782, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2569 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2378, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2570 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11780, rd_minus:  14648, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2571 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3616, rd_minus:   3292, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2572 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2996, rd_minus:   2786, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2573 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4820, rd_minus:   4970, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2574 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  18384, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2575 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6436, rd_minus:   6778, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2576 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10728, rd_minus:  10008, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2577 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  18988, rd_minus:  16626, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2578 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    202, rd_minus:    496, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2579 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    262, rd_minus:    268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2580 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6274, rd_minus:   6566, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2581 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5488, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2582 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11974, rd_minus:  13656, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2583 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    272, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2584 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5060, rd_minus:   4902, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2585 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5660, rd_minus:   4860, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2586 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3598, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2587 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9244, rd_minus:   9868, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2588 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12112, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2589 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     78, rd_minus:    112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2590 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  21074, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2591 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16074, rd_minus:  14670, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2592 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6540, rd_minus:   5644, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2593 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7580, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2594 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10356, rd_minus:  10288, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2595 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  13506, rd_minus:  12726, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2596 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    296, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2597 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11570, rd_minus:   9080, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2598 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5492, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2599 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5364, rd_minus:   4376, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2600 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3046, rd_minus:   3014, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2601 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3848, rd_minus:   3468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2602 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8494, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2603 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5192, rd_minus:   5174, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2604 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5184, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2605 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2548, rd_minus:   2404, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2606 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5796, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2607 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2512, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2608 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4744, rd_minus:   4856, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2609 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3648, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2610 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  25862, rd_minus:  27646, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2611 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    996, rd_minus:    388, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2612 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2268, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2613 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  21544, rd_minus:  22088, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2614 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6496, rd_minus:   5992, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2615 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6458, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2616 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7352, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2617 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  15934, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2618 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    156, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2619 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    422, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2620 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12536, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2621 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7724, rd_minus:   6884, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2622 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6758, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2623 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9098, rd_minus:  10046, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2624 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    700, rd_minus:    760, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2625 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  14394, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2626 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9302, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2627 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7770, rd_minus:   8468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2628 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    722, rd_minus:    624, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2629 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9832, rd_minus:   9804, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2630 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5782, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2631 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  17072, rd_minus:  15002, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2632 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6190, rd_minus:   6384, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2633 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6904, rd_minus:   6284, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2634 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11248, rd_minus:  12820, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2635 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  33526, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2636 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5454, rd_minus:   5608, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2637 / 4120, payload_bits 4096, end_bits 24
