Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  10442, rd_minus:   6220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3946, rd_minus:   3946, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 966 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8034, rd_minus:   7974, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 967 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2644, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 968 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2926, rd_minus:   3250, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 969 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3250, rd_minus:   3704, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 970 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2540, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 971 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    224, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 972 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9548, rd_minus:  11574, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 973 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5432, rd_minus:   5364, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 974 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10566, rd_minus:  11374, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 975 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8032, rd_minus:   6614, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 976 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    354, rd_minus:    370, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 977 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8792, rd_minus:   9380, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 978 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    492, rd_minus:    540, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 979 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1808, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 980 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5144, rd_minus:   5880, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 981 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6886, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 982 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    194, rd_minus:    192, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 983 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1112, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 984 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5800, rd_minus:   7874, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 985 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3086, rd_minus:   3624, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 986 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1156, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 987 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    396, rd_minus:    324, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 988 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7156, rd_minus:   9644, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 989 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6096, rd_minus:   6092, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 990 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10528, rd_minus:   9600, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 991 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4048, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 992 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4332, rd_minus:   4520, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 993 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3844, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 994 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8906, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 995 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2496, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 996 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15362, rd_minus:  18450, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 997 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2926, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 998 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2032, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 999 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6392, rd_minus:   5906, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1000 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4514, rd_minus:   3766, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1001 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8700, rd_minus:   9566, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1002 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4528, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1003 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3116, rd_minus:   2328, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1004 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    144, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1005 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1770, rd_minus:   1784, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1006 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2904, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1007 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    552, rd_minus:    240, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1008 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    200, rd_minus:    272, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1009 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3096, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1010 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4002, rd_minus:   3582, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1011 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4738, rd_minus:   4692, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1012 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    880, rd_minus:    984, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1013 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6878, rd_minus:   5168, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1014 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5252, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1015 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  21614, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1016 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7438, rd_minus:   7014, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1017 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2346, rd_minus:   2592, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1018 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    478, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1019 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    258, rd_minus:    248, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1020 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7652, rd_minus:   7440, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1021 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3924, rd_minus:   2760, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1022 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15572, rd_minus:  21612, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1023 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3978, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1024 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2442, rd_minus:   2082, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1025 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4870, rd_minus:   4800, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1026 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11888, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1027 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9848, rd_minus:   8640, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1028 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5288, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1029 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9374, rd_minus:   8636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1030 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5176, rd_minus:   4956, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1031 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7424, rd_minus:  10630, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1032 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12378, rd_minus:  13010, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1033 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1428, rd_minus:   1174, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1034 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  48630, rd_minus:  48568, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1035 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2954, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1036 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2960, rd_minus:   2656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1037 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3040, rd_minus:   3004, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1038 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5990, rd_minus:   6084, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1039 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2000, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1040 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5202, rd_minus:   5364, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1041 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4044, rd_minus:   3562, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1042 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3216, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1043 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4776, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1044 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2040, rd_minus:   2330, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1045 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2324, rd_minus:   2292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1046 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    250, rd_minus:    340, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1047 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    340, rd_minus:    338, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1048 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6774, rd_minus:   6906, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1049 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10362, rd_minus:  10048, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1050 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  23840, rd_minus:  19972, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1051 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5178, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1052 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16038, rd_minus:  15742, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1053 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2828, rd_minus:   2936, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1054 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    406, rd_minus:    370, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1055 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5328, rd_minus:   6936, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1056 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3076, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1057 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8554, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1058 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2740, rd_minus:   3030, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1059 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3316, rd_minus:   2686, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1060 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1840, rd_minus:   2248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1061 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1742, rd_minus:   1958, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1062 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6802, rd_minus:   5984, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1063 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6526, rd_minus:   7088, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1064 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3136, rd_minus:   3136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1065 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2002, rd_minus:   2032, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1066 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  11720, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1067 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    518, rd_minus:    422, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1068 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    354, rd_minus:    748, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1069 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     82, rd_minus:     82, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1070 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3640, rd_minus:   2536, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1071 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6960, rd_minus:   9974, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1072 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1006, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1073 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    558, rd_minus:    996, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1074 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1614, rd_minus:   3626, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1075 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3084, rd_minus:   3302, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1076 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3902, rd_minus:   3478, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1077 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1554, rd_minus:   3052, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1078 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2604, rd_minus:   3482, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1079 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2722, rd_minus:   2488, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1080 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2564, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1081 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5186, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1082 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4612, rd_minus:   5028, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1083 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6758, rd_minus:   6656, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1084 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2380, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1085 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  50696, rd_minus:  48546, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1086 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4488, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1087 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1334, rd_minus:   1356, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1088 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2088, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1089 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11584, rd_minus:  11192, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1090 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6684, rd_minus:   6688, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1091 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1048, rd_minus:   1120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1092 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    366, rd_minus:    328, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1093 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    172, rd_minus:    244, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1094 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    328, rd_minus:    372, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1095 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    412, rd_minus:    342, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1096 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6532, rd_minus:   5026, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1097 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    324, rd_minus:    230, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1098 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5920, rd_minus:   5916, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1099 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4228, rd_minus:   4226, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1100 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2958, rd_minus:   2958, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1101 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2716, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1102 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1982, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1103 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2784, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1104 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7036, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1105 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    798, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1106 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10238, rd_minus:  15070, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1107 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5588, rd_minus:   7626, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1108 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    966, rd_minus:    940, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1109 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    380, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1110 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    168, rd_minus:    174, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1111 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7226, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1112 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    528, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1113 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1856, rd_minus:   2248, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1114 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5070, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1115 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2154, rd_minus:   2148, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1116 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2164, rd_minus:   2512, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1117 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17442, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1118 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    232, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1119 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    372, rd_minus:    308, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1120 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5612, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1121 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5818, rd_minus:   4768, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1122 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  35430, rd_minus:  24152, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1123 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2284, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1124 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  14070, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1125 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4376, rd_minus:   4648, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1126 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15052, rd_minus:  13712, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1127 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9116, rd_minus:   7760, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1128 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2754, rd_minus:   1920, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1129 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10592, rd_minus:  10626, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1130 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4074, rd_minus:   3958, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1131 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3872, rd_minus:   3600, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1132 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5636, rd_minus:   4088, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1133 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    104, rd_minus:     94, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1134 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1492, rd_minus:   1594, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1135 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    602, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1136 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1550, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1137 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1768, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1138 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2740, rd_minus:   2752, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1139 / 2072, payload_bits 2048, end_bits 24
