Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  19390, rd_minus:  19368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    656, rd_minus:    876, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1079 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     80, rd_minus:     64, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1080 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3106, rd_minus:   3268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1081 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     96, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1082 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2990, rd_minus:   5908, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1083 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11104, rd_minus:  10726, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1084 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    654, rd_minus:    272, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1085 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1478, rd_minus:   2344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1086 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8152, rd_minus:  10150, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1087 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  39110, rd_minus:  39278, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1088 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2798, rd_minus:   2872, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1089 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    576, rd_minus:    572, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1090 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11164, rd_minus:   9746, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1091 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    364, rd_minus:    230, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1092 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3192, rd_minus:   1488, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1093 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2492, rd_minus:   3726, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1094 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2030, rd_minus:   2624, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1095 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3198, rd_minus:   3208, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1096 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    108, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1097 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    764, rd_minus:    824, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1098 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    700, rd_minus:    722, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1099 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    992, rd_minus:    840, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1100 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2222, rd_minus:   6658, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1101 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    922, rd_minus:   2366, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1102 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6056, rd_minus:   4022, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1103 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1656, rd_minus:   2468, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1104 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  15208, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1105 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10288, rd_minus:   9640, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1106 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    460, rd_minus:    540, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1107 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     90, rd_minus:     90, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1108 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    488, rd_minus:    658, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1109 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    114, rd_minus:    104, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1110 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5130, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1111 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3124, rd_minus:   2688, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1112 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9404, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1113 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6532, rd_minus:   6180, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1114 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1752, rd_minus:   1642, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1115 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2616, rd_minus:   3074, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1116 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    928, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1117 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    748, rd_minus:    728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1118 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2112, rd_minus:   2264, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1119 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1472, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1120 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1786, rd_minus:   1592, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1121 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    118, rd_minus:     92, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1122 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    186, rd_minus:    502, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1123 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     64, rd_minus:    130, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1124 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1154, rd_minus:   1140, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1125 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3652, rd_minus:   5236, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1126 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1306, rd_minus:   1412, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1127 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    296, rd_minus:    190, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1128 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     74, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1129 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1236, rd_minus:   5408, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1130 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2064, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1131 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2194, rd_minus:   2194, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1132 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2196, rd_minus:   2210, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1133 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3356, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1134 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6078, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1135 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5760, rd_minus:   5812, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1136 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    114, rd_minus:    106, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1137 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    158, rd_minus:    148, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1138 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2966, rd_minus:   4204, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1139 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6866, rd_minus:   6840, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1140 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6522, rd_minus:   6890, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1141 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7000, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1142 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3246, rd_minus:   4176, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1143 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2262, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1144 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5132, rd_minus:   5022, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1145 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5080, rd_minus:   5134, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1146 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5430, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1147 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7622, rd_minus:   7098, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1148 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1148, rd_minus:   1144, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1149 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10570, rd_minus:   8996, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1150 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1920, rd_minus:    984, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1151 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2690, rd_minus:   4136, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1152 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2728, rd_minus:   3356, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1153 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4270, rd_minus:   3886, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1154 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1155 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1204, rd_minus:   1190, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1156 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5062, rd_minus:   5100, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1157 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1692, rd_minus:   1688, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1158 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1584, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1159 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    616, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1160 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1352, rd_minus:   1332, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1161 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    842, rd_minus:   1308, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1162 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2864, rd_minus:   3236, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1163 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1190, rd_minus:   1394, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1164 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12692, rd_minus:  12360, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1165 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3552, rd_minus:   3900, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1166 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2940, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1167 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3358, rd_minus:   3210, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1168 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2204, rd_minus:   3852, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1169 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4896, rd_minus:   4232, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1170 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2672, rd_minus:   3782, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1171 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1794, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1172 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1016, rd_minus:    992, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1173 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17620, rd_minus:  11832, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1174 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1816, rd_minus:   1694, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1175 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3992, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1176 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5552, rd_minus:   6612, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1177 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2016, rd_minus:   2044, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1178 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    164, rd_minus:    122, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1179 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4306, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1180 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3560, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1181 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5226, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1182 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3296, rd_minus:   3276, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1183 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14800, rd_minus:  18344, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1184 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7742, rd_minus:   9216, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1185 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1788, rd_minus:   1882, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1186 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6354, rd_minus:   5260, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1187 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    840, rd_minus:    940, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1188 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2804, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1189 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2100, rd_minus:   2536, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1190 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1380, rd_minus:   1508, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1191 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1778, rd_minus:   1990, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1192 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    554, rd_minus:    234, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1193 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2186, rd_minus:   2168, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1194 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2100, rd_minus:   2182, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1195 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6012, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1196 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8180, rd_minus:   6520, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1197 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1136, rd_minus:   1092, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1198 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6458, rd_minus:   5632, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1199 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    790, rd_minus:   1132, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1200 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1304, rd_minus:   1532, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1201 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    204, rd_minus:    220, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1202 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    282, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1203 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4006, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1204 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1730, rd_minus:   2892, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1205 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    308, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1206 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4352, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1207 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7176, rd_minus:  10242, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1208 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4734, rd_minus:   4692, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1209 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3748, rd_minus:  11292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1210 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1194, rd_minus:   1026, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1211 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4742, rd_minus:   5054, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1212 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5860, rd_minus:   5492, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1213 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1928, rd_minus:   1894, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1214 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4254, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1215 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6118, rd_minus:   5802, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1216 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9602, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1217 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9452, rd_minus:   8404, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1218 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8944, rd_minus:   5304, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1219 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1128, rd_minus:   1224, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1220 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2836, rd_minus:   3788, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1221 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2740, rd_minus:   3296, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1222 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3376, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1223 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2768, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1224 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15976, rd_minus:  19820, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1225 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3072, rd_minus:   5796, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1226 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4176, rd_minus:   3612, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1227 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    908, rd_minus:    940, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1228 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4692, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1229 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    188, rd_minus:    176, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1230 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2332, rd_minus:   2294, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1231 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    582, rd_minus:    946, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1232 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    284, rd_minus:    256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1233 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2228, rd_minus:   2260, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1234 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7416, rd_minus:   2952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1235 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8708, rd_minus:   8336, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1236 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5222, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1237 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    408, rd_minus:    372, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1238 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4412, rd_minus:   4368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1239 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8186, rd_minus:   8182, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1240 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6436, rd_minus:  17756, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1241 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8012, rd_minus:   5136, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1242 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    594, rd_minus:    368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1243 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8578, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1244 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    878, rd_minus:   1608, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1245 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    566, rd_minus:    532, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1246 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1700, rd_minus:   1836, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1247 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1248, rd_minus:   1608, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1248 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1068, rd_minus:    908, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1249 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    170, rd_minus:    146, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1250 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2782, rd_minus:   2458, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1251 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2172, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1252 / 2072, payload_bits 2048, end_bits 24
